GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC01,HC01_MOE_VC01,HC02_EST_VC01,HC02_MOE_VC01,HC03_EST_VC01,HC03_MOE_VC01,HC04_EST_VC01,HC04_MOE_VC01,HC01_EST_VC03,HC01_MOE_VC03,HC02_EST_VC03,HC02_MOE_VC03,HC03_EST_VC03,HC03_MOE_VC03,HC04_EST_VC03,HC04_MOE_VC03,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC03_EST_VC04,HC03_MOE_VC04,HC04_EST_VC04,HC04_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC03_EST_VC05,HC03_MOE_VC05,HC04_EST_VC05,HC04_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC03_EST_VC06,HC03_MOE_VC06,HC04_EST_VC06,HC04_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC03_EST_VC07,HC03_MOE_VC07,HC04_EST_VC07,HC04_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC03_EST_VC08,HC03_MOE_VC08,HC04_EST_VC08,HC04_MOE_VC08,HC01_EST_VC09,HC01_MOE_VC09,HC02_EST_VC09,HC02_MOE_VC09,HC03_EST_VC09,HC03_MOE_VC09,HC04_EST_VC09,HC04_MOE_VC09,HC01_EST_VC12,HC01_MOE_VC12,HC02_EST_VC12,HC02_MOE_VC12,HC03_EST_VC12,HC03_MOE_VC12,HC04_EST_VC12,HC04_MOE_VC12,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC03_EST_VC13,HC03_MOE_VC13,HC04_EST_VC13,HC04_MOE_VC13,HC01_EST_VC14,HC01_MOE_VC14,HC02_EST_VC14,HC02_MOE_VC14,HC03_EST_VC14,HC03_MOE_VC14,HC04_EST_VC14,HC04_MOE_VC14,HC01_EST_VC15,HC01_MOE_VC15,HC02_EST_VC15,HC02_MOE_VC15,HC03_EST_VC15,HC03_MOE_VC15,HC04_EST_VC15,HC04_MOE_VC15,HC01_EST_VC16,HC01_MOE_VC16,HC02_EST_VC16,HC02_MOE_VC16,HC03_EST_VC16,HC03_MOE_VC16,HC04_EST_VC16,HC04_MOE_VC16,HC01_EST_VC17,HC01_MOE_VC17,HC02_EST_VC17,HC02_MOE_VC17,HC03_EST_VC17,HC03_MOE_VC17,HC04_EST_VC17,HC04_MOE_VC17,HC01_EST_VC18,HC01_MOE_VC18,HC02_EST_VC18,HC02_MOE_VC18,HC03_EST_VC18,HC03_MOE_VC18,HC04_EST_VC18,HC04_MOE_VC18,HC01_EST_VC19,HC01_MOE_VC19,HC02_EST_VC19,HC02_MOE_VC19,HC03_EST_VC19,HC03_MOE_VC19,HC04_EST_VC19,HC04_MOE_VC19,HC01_EST_VC21,HC01_MOE_VC21,HC02_EST_VC21,HC02_MOE_VC21,HC03_EST_VC21,HC03_MOE_VC21,HC04_EST_VC21,HC04_MOE_VC21,HC01_EST_VC22,HC01_MOE_VC22,HC02_EST_VC22,HC02_MOE_VC22,HC03_EST_VC22,HC03_MOE_VC22,HC04_EST_VC22,HC04_MOE_VC22,HC01_EST_VC24,HC01_MOE_VC24,HC02_EST_VC24,HC02_MOE_VC24,HC03_EST_VC24,HC03_MOE_VC24,HC04_EST_VC24,HC04_MOE_VC24,HC01_EST_VC26,HC01_MOE_VC26,HC02_EST_VC26,HC02_MOE_VC26,HC03_EST_VC26,HC03_MOE_VC26,HC04_EST_VC26,HC04_MOE_VC26,HC01_EST_VC27,HC01_MOE_VC27,HC02_EST_VC27,HC02_MOE_VC27,HC03_EST_VC27,HC03_MOE_VC27,HC04_EST_VC27,HC04_MOE_VC27,HC01_EST_VC28,HC01_MOE_VC28,HC02_EST_VC28,HC02_MOE_VC28,HC03_EST_VC28,HC03_MOE_VC28,HC04_EST_VC28,HC04_MOE_VC28,HC01_EST_VC31,HC01_MOE_VC31,HC02_EST_VC31,HC02_MOE_VC31,HC03_EST_VC31,HC03_MOE_VC31,HC04_EST_VC31,HC04_MOE_VC31,HC01_EST_VC34,HC01_MOE_VC34,HC02_EST_VC34,HC02_MOE_VC34,HC03_EST_VC34,HC03_MOE_VC34,HC04_EST_VC34,HC04_MOE_VC34,HC01_EST_VC37,HC01_MOE_VC37,HC02_EST_VC37,HC02_MOE_VC37,HC03_EST_VC37,HC03_MOE_VC37,HC04_EST_VC37,HC04_MOE_VC37,HC01_EST_VC38,HC01_MOE_VC38,HC02_EST_VC38,HC02_MOE_VC38,HC03_EST_VC38,HC03_MOE_VC38,HC04_EST_VC38,HC04_MOE_VC38,HC01_EST_VC39,HC01_MOE_VC39,HC02_EST_VC39,HC02_MOE_VC39,HC03_EST_VC39,HC03_MOE_VC39,HC04_EST_VC39,HC04_MOE_VC39,HC01_EST_VC40,HC01_MOE_VC40,HC02_EST_VC40,HC02_MOE_VC40,HC03_EST_VC40,HC03_MOE_VC40,HC04_EST_VC40,HC04_MOE_VC40,HC01_EST_VC41,HC01_MOE_VC41,HC02_EST_VC41,HC02_MOE_VC41,HC03_EST_VC41,HC03_MOE_VC41,HC04_EST_VC41,HC04_MOE_VC41,HC01_EST_VC44,HC01_MOE_VC44,HC02_EST_VC44,HC02_MOE_VC44,HC03_EST_VC44,HC03_MOE_VC44,HC04_EST_VC44,HC04_MOE_VC44
Id,Id2,Geography,Total; Estimate; Population 16 years and over,Total; Margin of Error; Population 16 years and over,In labor force; Estimate; Population 16 years and over,In labor force; Margin of Error; Population 16 years and over,Employed; Estimate; Population 16 years and over,Employed; Margin of Error; Population 16 years and over,Unemployment rate; Estimate; Population 16 years and over,Unemployment rate; Margin of Error; Population 16 years and over,Total; Estimate; AGE - 16 to 19 years,Total; Margin of Error; AGE - 16 to 19 years,In labor force; Estimate; AGE - 16 to 19 years,In labor force; Margin of Error; AGE - 16 to 19 years,Employed; Estimate; AGE - 16 to 19 years,Employed; Margin of Error; AGE - 16 to 19 years,Unemployment rate; Estimate; AGE - 16 to 19 years,Unemployment rate; Margin of Error; AGE - 16 to 19 years,Total; Estimate; AGE - 20 to 24 years,Total; Margin of Error; AGE - 20 to 24 years,In labor force; Estimate; AGE - 20 to 24 years,In labor force; Margin of Error; AGE - 20 to 24 years,Employed; Estimate; AGE - 20 to 24 years,Employed; Margin of Error; AGE - 20 to 24 years,Unemployment rate; Estimate; AGE - 20 to 24 years,Unemployment rate; Margin of Error; AGE - 20 to 24 years,Total; Estimate; AGE - 25 to 44 years,Total; Margin of Error; AGE - 25 to 44 years,In labor force; Estimate; AGE - 25 to 44 years,In labor force; Margin of Error; AGE - 25 to 44 years,Employed; Estimate; AGE - 25 to 44 years,Employed; Margin of Error; AGE - 25 to 44 years,Unemployment rate; Estimate; AGE - 25 to 44 years,Unemployment rate; Margin of Error; AGE - 25 to 44 years,Total; Estimate; AGE - 45 to 54 years,Total; Margin of Error; AGE - 45 to 54 years,In labor force; Estimate; AGE - 45 to 54 years,In labor force; Margin of Error; AGE - 45 to 54 years,Employed; Estimate; AGE - 45 to 54 years,Employed; Margin of Error; AGE - 45 to 54 years,Unemployment rate; Estimate; AGE - 45 to 54 years,Unemployment rate; Margin of Error; AGE - 45 to 54 years,Total; Estimate; AGE - 55 to 64 years,Total; Margin of Error; AGE - 55 to 64 years,In labor force; Estimate; AGE - 55 to 64 years,In labor force; Margin of Error; AGE - 55 to 64 years,Employed; Estimate; AGE - 55 to 64 years,Employed; Margin of Error; AGE - 55 to 64 years,Unemployment rate; Estimate; AGE - 55 to 64 years,Unemployment rate; Margin of Error; AGE - 55 to 64 years,Total; Estimate; AGE - 65 to 74 years,Total; Margin of Error; AGE - 65 to 74 years,In labor force; Estimate; AGE - 65 to 74 years,In labor force; Margin of Error; AGE - 65 to 74 years,Employed; Estimate; AGE - 65 to 74 years,Employed; Margin of Error; AGE - 65 to 74 years,Unemployment rate; Estimate; AGE - 65 to 74 years,Unemployment rate; Margin of Error; AGE - 65 to 74 years,Total; Estimate; AGE - 75 years and over,Total; Margin of Error; AGE - 75 years and over,In labor force; Estimate; AGE - 75 years and over,In labor force; Margin of Error; AGE - 75 years and over,Employed; Estimate; AGE - 75 years and over,Employed; Margin of Error; AGE - 75 years and over,Unemployment rate; Estimate; AGE - 75 years and over,Unemployment rate; Margin of Error; AGE - 75 years and over,Total; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race,Total; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One race,In labor force; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race,In labor force; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One race,Employed; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race,Employed; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One race,Unemployment rate; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race,Unemployment rate; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One race,Total; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - White,Total; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One race - White,In labor force; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - White,In labor force; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One race - White,Employed; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - White,Employed; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One race - White,Unemployment rate; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - White,Unemployment rate; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One race - White,Total; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - Black or African American,Total; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One race - Black or African American,In labor force; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - Black or African American,In labor force; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One race - Black or African American,Employed; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - Black or African American,Employed; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One race - Black or African American,Unemployment rate; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - Black or African American,Unemployment rate; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One race - Black or African American,Total; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - American Indian and Alaska Native,Total; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One race - American Indian and Alaska Native,In labor force; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - American Indian and Alaska Native,In labor force; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One race - American Indian and Alaska Native,Employed; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - American Indian and Alaska Native,Employed; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One race - American Indian and Alaska Native,Unemployment rate; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - American Indian and Alaska Native,Unemployment rate; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One race - American Indian and Alaska Native,Total; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - Asian,Total; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One race - Asian,In labor force; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - Asian,In labor force; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One race - Asian,Employed; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - Asian,Employed; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One race - Asian,Unemployment rate; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - Asian,Unemployment rate; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One race - Asian,Total; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - Native Hawaiian and Other Pacific Islander,Total; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One race - Native Hawaiian and Other Pacific Islander,In labor force; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - Native Hawaiian and Other Pacific Islander,In labor force; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One race - Native Hawaiian and Other Pacific Islander,Employed; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - Native Hawaiian and Other Pacific Islander,Employed; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One race - Native Hawaiian and Other Pacific Islander,Unemployment rate; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - Native Hawaiian and Other Pacific Islander,Unemployment rate; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One race - Native Hawaiian and Other Pacific Islander,Total; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - Some other race,Total; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One race - Some other race,In labor force; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - Some other race,In labor force; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One race - Some other race,Employed; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - Some other race,Employed; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One race - Some other race,Unemployment rate; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - Some other race,Unemployment rate; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One race - Some other race,Total; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - Two or more races,Total; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - Two or more races,In labor force; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - Two or more races,In labor force; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - Two or more races,Employed; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - Two or more races,Employed; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - Two or more races,Unemployment rate; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - Two or more races,Unemployment rate; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - Two or more races,Total; Estimate; Hispanic or Latino origin (of any race),Total; Margin of Error; Hispanic or Latino origin (of any race),In labor force; Estimate; Hispanic or Latino origin (of any race),In labor force; Margin of Error; Hispanic or Latino origin (of any race),Employed; Estimate; Hispanic or Latino origin (of any race),Employed; Margin of Error; Hispanic or Latino origin (of any race),Unemployment rate; Estimate; Hispanic or Latino origin (of any race),Unemployment rate; Margin of Error; Hispanic or Latino origin (of any race),"Total; Estimate; White alone, not Hispanic or Latino","Total; Margin of Error; White alone, not Hispanic or Latino","In labor force; Estimate; White alone, not Hispanic or Latino","In labor force; Margin of Error; White alone, not Hispanic or Latino","Employed; Estimate; White alone, not Hispanic or Latino","Employed; Margin of Error; White alone, not Hispanic or Latino","Unemployment rate; Estimate; White alone, not Hispanic or Latino","Unemployment rate; Margin of Error; White alone, not Hispanic or Latino",Total; Estimate; Population 20 to 64 years,Total; Margin of Error; Population 20 to 64 years,In labor force; Estimate; Population 20 to 64 years,In labor force; Margin of Error; Population 20 to 64 years,Employed; Estimate; Population 20 to 64 years,Employed; Margin of Error; Population 20 to 64 years,Unemployment rate; Estimate; Population 20 to 64 years,Unemployment rate; Margin of Error; Population 20 to 64 years,Total; Estimate; Population 20 to 64 years - SEX - Male,Total; Margin of Error; Population 20 to 64 years - SEX - Male,In labor force; Estimate; Population 20 to 64 years - SEX - Male,In labor force; Margin of Error; Population 20 to 64 years - SEX - Male,Employed; Estimate; Population 20 to 64 years - SEX - Male,Employed; Margin of Error; Population 20 to 64 years - SEX - Male,Unemployment rate; Estimate; Population 20 to 64 years - SEX - Male,Unemployment rate; Margin of Error; Population 20 to 64 years - SEX - Male,Total; Estimate; Population 20 to 64 years - SEX - Female,Total; Margin of Error; Population 20 to 64 years - SEX - Female,In labor force; Estimate; Population 20 to 64 years - SEX - Female,In labor force; Margin of Error; Population 20 to 64 years - SEX - Female,Employed; Estimate; Population 20 to 64 years - SEX - Female,Employed; Margin of Error; Population 20 to 64 years - SEX - Female,Unemployment rate; Estimate; Population 20 to 64 years - SEX - Female,Unemployment rate; Margin of Error; Population 20 to 64 years - SEX - Female,Total; Estimate; Population 20 to 64 years - SEX - Female - With own children under 6 years,Total; Margin of Error; Population 20 to 64 years - SEX - Female - With own children under 6 years,In labor force; Estimate; Population 20 to 64 years - SEX - Female - With own children under 6 years,In labor force; Margin of Error; Population 20 to 64 years - SEX - Female - With own children under 6 years,Employed; Estimate; Population 20 to 64 years - SEX - Female - With own children under 6 years,Employed; Margin of Error; Population 20 to 64 years - SEX - Female - With own children under 6 years,Unemployment rate; Estimate; Population 20 to 64 years - SEX - Female - With own children under 6 years,Unemployment rate; Margin of Error; Population 20 to 64 years - SEX - Female - With own children under 6 years,Total; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - Below poverty level,Total; Margin of Error; POVERTY STATUS IN THE PAST 12 MONTHS - Below poverty level,In labor force; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - Below poverty level,In labor force; Margin of Error; POVERTY STATUS IN THE PAST 12 MONTHS - Below poverty level,Employed; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - Below poverty level,Employed; Margin of Error; POVERTY STATUS IN THE PAST 12 MONTHS - Below poverty level,Unemployment rate; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - Below poverty level,Unemployment rate; Margin of Error; POVERTY STATUS IN THE PAST 12 MONTHS - Below poverty level,Total; Estimate; DISABILITY STATUS - With any disability,Total; Margin of Error; DISABILITY STATUS - With any disability,In labor force; Estimate; DISABILITY STATUS - With any disability,In labor force; Margin of Error; DISABILITY STATUS - With any disability,Employed; Estimate; DISABILITY STATUS - With any disability,Employed; Margin of Error; DISABILITY STATUS - With any disability,Unemployment rate; Estimate; DISABILITY STATUS - With any disability,Unemployment rate; Margin of Error; DISABILITY STATUS - With any disability,Total; Estimate; EDUCATIONAL ATTAINMENT - Population 25 to 64 years,Total; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 to 64 years,In labor force; Estimate; EDUCATIONAL ATTAINMENT - Population 25 to 64 years,In labor force; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 to 64 years,Employed; Estimate; EDUCATIONAL ATTAINMENT - Population 25 to 64 years,Employed; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 to 64 years,Unemployment rate; Estimate; EDUCATIONAL ATTAINMENT - Population 25 to 64 years,Unemployment rate; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 to 64 years,Total; Estimate; EDUCATIONAL ATTAINMENT - Population 25 to 64 years - Less than high school graduate,Total; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 to 64 years - Less than high school graduate,In labor force; Estimate; EDUCATIONAL ATTAINMENT - Population 25 to 64 years - Less than high school graduate,In labor force; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 to 64 years - Less than high school graduate,Employed; Estimate; EDUCATIONAL ATTAINMENT - Population 25 to 64 years - Less than high school graduate,Employed; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 to 64 years - Less than high school graduate,Unemployment rate; Estimate; EDUCATIONAL ATTAINMENT - Population 25 to 64 years - Less than high school graduate,Unemployment rate; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 to 64 years - Less than high school graduate,Total; Estimate; EDUCATIONAL ATTAINMENT - Population 25 to 64 years - High school graduate (includes equivalency),Total; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 to 64 years - High school graduate (includes equivalency),In labor force; Estimate; EDUCATIONAL ATTAINMENT - Population 25 to 64 years - High school graduate (includes equivalency),In labor force; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 to 64 years - High school graduate (includes equivalency),Employed; Estimate; EDUCATIONAL ATTAINMENT - Population 25 to 64 years - High school graduate (includes equivalency),Employed; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 to 64 years - High school graduate (includes equivalency),Unemployment rate; Estimate; EDUCATIONAL ATTAINMENT - Population 25 to 64 years - High school graduate (includes equivalency),Unemployment rate; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 to 64 years - High school graduate (includes equivalency),Total; Estimate; EDUCATIONAL ATTAINMENT - Population 25 to 64 years - Some college or associate's degree,Total; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 to 64 years - Some college or associate's degree,In labor force; Estimate; EDUCATIONAL ATTAINMENT - Population 25 to 64 years - Some college or associate's degree,In labor force; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 to 64 years - Some college or associate's degree,Employed; Estimate; EDUCATIONAL ATTAINMENT - Population 25 to 64 years - Some college or associate's degree,Employed; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 to 64 years - Some college or associate's degree,Unemployment rate; Estimate; EDUCATIONAL ATTAINMENT - Population 25 to 64 years - Some college or associate's degree,Unemployment rate; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 to 64 years - Some college or associate's degree,Total; Estimate; EDUCATIONAL ATTAINMENT - Population 25 to 64 years - Bachelor's degree or higher,Total; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 to 64 years - Bachelor's degree or higher,In labor force; Estimate; EDUCATIONAL ATTAINMENT - Population 25 to 64 years - Bachelor's degree or higher,In labor force; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 to 64 years - Bachelor's degree or higher,Employed; Estimate; EDUCATIONAL ATTAINMENT - Population 25 to 64 years - Bachelor's degree or higher,Employed; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 to 64 years - Bachelor's degree or higher,Unemployment rate; Estimate; EDUCATIONAL ATTAINMENT - Population 25 to 64 years - Bachelor's degree or higher,Unemployment rate; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 to 64 years - Bachelor's degree or higher,Total; Estimate; PERCENT IMPUTED - Employment status for population 16 years and over,Total; Margin of Error; PERCENT IMPUTED - Employment status for population 16 years and over,In labor force; Estimate; PERCENT IMPUTED - Employment status for population 16 years and over,In labor force; Margin of Error; PERCENT IMPUTED - Employment status for population 16 years and over,Employed; Estimate; PERCENT IMPUTED - Employment status for population 16 years and over,Employed; Margin of Error; PERCENT IMPUTED - Employment status for population 16 years and over,Unemployment rate; Estimate; PERCENT IMPUTED - Employment status for population 16 years and over,Unemployment rate; Margin of Error; PERCENT IMPUTED - Employment status for population 16 years and over
0400000US01,01,Alabama,3868747,3738,57.7,0.3,52.5,0.4,8.6,0.3,266406,5349,32.6,1.7,23.8,1.5,26.4,2.7,345575,4686,72.1,1.2,59.8,1.3,16.7,1.5,1229182,6203,77.8,0.7,70.5,0.7,8.5,0.5,651204,4714,73.6,0.9,69.2,0.9,5.7,0.6,629868,2616,55.9,0.9,53.6,0.9,4.1,0.5,434244,2252,21.4,0.9,20.6,0.9,3.7,0.7,312268,2589,5.4,0.5,5.2,0.5,3.0,1.7,N,N,N,N,N,N,N,N,2715225,4506,57.6,0.4,53.4,0.4,6.7,0.4,999668,5301,57.4,0.8,49.4,0.8,13.7,0.8,17635,1915,52.3,6.2,47.8,6.3,8.6,4.4,47544,2448,63.1,3.9,59.1,4.2,4.9,2.2,N,N,N,N,N,N,N,N,42285,3744,68.8,3.8,65.0,3.4,5.0,2.3,45238,4019,57.5,3.8,48.7,4.0,14.5,4.0,124952,1862,65.9,2.3,60.3,2.3,6.6,1.6,2637664,2520,57.4,0.4,53.2,0.4,6.7,0.4,2855829,5327,71.3,0.4,65.2,0.4,8.1,0.3,1390243,4284,76.9,0.6,69.9,0.7,8.1,0.5,1465586,3731,66.1,0.6,60.7,0.6,8.0,0.5,207908,7071,66.7,1.8,58.9,2.0,11.5,1.8,496147,14733,47.3,1.0,33.8,1.0,28.5,1.4,414742,9563,33.1,1.3,27.2,1.4,17.2,1.8,2510254,5468,71.2,0.4,65.9,0.4,6.9,0.3,329927,10415,48.8,1.4,42.1,1.2,13.7,1.5,766472,13551,66.5,0.9,60.5,0.9,8.9,0.7,791599,14544,75.2,0.8,69.6,0.8,6.6,0.5,622256,11874,83.8,0.7,80.4,0.8,3.1,0.4,8.7,(X),(X),(X),(X),(X),(X),(X)
0400000US02,02,Alaska,569911,1636,70.0,0.8,61.9,0.9,7.6,0.6,41183,2338,40.6,3.4,29.8,3.5,20.7,5.5,63579,2368,82.0,2.5,64.0,3.5,10.6,2.2,206857,2112,83.3,1.1,73.5,1.5,6.9,0.9,96361,1550,79.8,1.8,74.4,2.0,6.4,1.4,92032,1084,68.7,2.2,64.1,2.3,6.7,1.3,46227,1124,34.0,3.5,32.8,3.4,3.4,1.9,23672,1155,7.6,2.4,7.1,2.3,6.8,8.0,N,N,N,N,N,N,N,N,392525,2234,71.8,1.0,65.0,1.2,5.2,0.6,20046,1397,71.2,5.9,48.8,5.1,19.2,7.4,74189,2369,57.3,2.1,46.3,2.3,19.2,2.5,34782,1453,73.3,3.5,67.9,4.2,4.7,2.8,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,34538,2749,71.1,3.4,61.1,4.2,11.4,4.1,34483,581,73.2,3.9,61.1,4.3,7.0,3.2,372014,1008,71.9,1.1,65.3,1.3,5.1,0.6,458829,2235,79.5,0.9,70.5,1.1,7.3,0.7,244539,1947,84.5,1.0,72.8,1.6,7.4,1.0,214290,1377,73.7,1.4,67.9,1.4,7.1,1.1,37446,2413,62.9,3.6,58.2,3.5,6.2,1.7,45473,3621,52.0,4.0,34.8,4.0,32.4,4.6,44828,2890,51.2,3.0,40.5,3.3,17.6,4.2,395250,2296,79.1,0.9,71.5,1.1,6.7,0.7,23300,1907,57.1,5.3,49.1,4.8,14.0,4.0,113610,4156,75.5,1.7,65.4,2.3,12.0,1.9,149306,5035,79.6,1.5,71.6,1.7,5.8,1.1,109034,4855,86.8,1.5,82.6,1.8,2.0,0.7,6.9,(X),(X),(X),(X),(X),(X),(X)
0400000US04,04,Arizona,5290469,4130,59.2,0.3,54.2,0.4,7.9,0.3,366121,4870,37.1,1.4,28.0,1.3,23.8,2.1,488122,2715,73.5,1.2,63.8,1.3,11.8,1.1,1734958,3357,78.7,0.5,72.6,0.6,7.1,0.4,836539,2217,77.6,0.7,72.8,0.8,6.0,0.5,793972,1476,59.3,0.8,55.4,0.8,6.5,0.5,622516,1542,20.3,0.8,19.2,0.8,5.1,1.0,448241,1233,5.4,0.5,5.2,0.5,2.8,1.3,5164882,9584,59.1,0.3,54.1,0.3,7.8,0.3,4244283,16439,58.2,0.3,53.9,0.4,6.9,0.3,213854,3953,64.0,1.7,55.0,1.7,13.2,1.7,214309,5183,52.4,1.7,42.7,1.9,18.4,2.0,169564,3457,62.9,2.1,58.8,2.1,5.8,1.2,9551,1133,62.0,6.3,52.9,6.7,13.8,5.5,313321,15468,69.4,1.3,62.3,1.6,9.9,1.4,125587,8115,64.0,2.2,56.2,2.4,11.5,2.2,1426396,2680,63.9,0.7,58.2,0.7,8.6,0.6,3200575,2631,56.9,0.4,52.8,0.4,6.6,0.3,3853591,3575,73.8,0.3,68.0,0.5,7.3,0.3,1927002,2263,79.7,0.4,73.1,0.5,7.6,0.4,1926589,2619,67.9,0.5,63.0,0.6,7.1,0.4,294829,8705,61.4,1.5,56.5,1.6,7.8,1.0,647494,16422,50.9,1.1,38.6,1.2,24.0,1.3,401043,10382,39.4,1.3,32.9,1.2,16.2,1.4,3365469,3419,73.9,0.4,68.6,0.5,6.7,0.3,466105,11704,59.4,1.0,53.0,1.0,10.7,0.9,790251,16649,69.1,0.8,62.8,0.9,9.0,0.7,1178764,15824,75.7,0.6,70.1,0.7,6.7,0.5,930349,12417,82.8,0.6,79.5,0.7,3.6,0.4,10.7,(X),(X),(X),(X),(X),(X),(X)
